name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,defense + hit,height_m,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,attack&defense,Total
Crabominable,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,5120,70,478,60,Woolly Crab Pokémon,77,1000000,97,174,1.7,Crabominable,50,740,62,67,43,fighting,ice,180,7,0,129,346
Goomy,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,Soft Tissue Pokémon,35,1250000,45,80,0.3,Goomy,50,704,55,75,40,dragon,,2.8,6,0,130,250
Weepinbell,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,90,5120,70,390,120,Flycatcher Pokémon,50,1059860,65,115,1,Weepinbell,50,70,85,45,55,grass,poison,6.4,1,0,130,300
Bulbasaur,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,49,5120,70,318,45,Seed Pokémon,49,1059860,45,94,0.7,Bulbasaur,88.1,1,65,65,45,grass,poison,6.9,1,0,130,269
Swadloon,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,55,145,0.5,Swadloon,50,541,50,80,42,bug,grass,7.3,5,0,130,317
Charjabug,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,3840,70,400,120,Battery Pokémon,95,1000000,57,152,0.5,Charjabug,50,737,55,75,36,bug,electric,10.5,7,0,130,318
Houndour,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark Pokémon,30,1250000,45,75,0.6,Houndour,50,228,80,50,65,dark,fire,10.8,2,0,130,270
Dunsparce,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,415,190,Land Snake Pokémon,70,1000000,100,170,1.5,Dunsparce,50,206,65,65,45,normal,,14,2,0,130,345
Monferno,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,Playful Pokémon,52,1059860,64,116,0.9,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0,130,327
Torracat,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,420,45,Fire Cat Pokémon,50,1059860,65,115,0.7,Torracat,88.1,726,80,50,90,fire,,25,7,0,130,335
Amaura,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,362,45,Tundra Pokémon,50,1000000,77,127,1.3,Amaura,88.1,698,67,63,46,rock,ice,25.2,6,0,130,303
Marshtomp,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,Mud Fish Pokémon,70,1059860,70,140,0.7,Marshtomp,88.1,259,60,70,50,water,ground,28,3,0,130,320
Ponyta,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,410,190,Fire Horse Pokémon,55,1000000,50,105,1,Ponyta,50,77,65,65,90,fire,,30,1,0,130,325
Primeape,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,455,75,Pig Monkey Pokémon,60,1000000,65,125,1,Primeape,50,57,60,70,95,fighting,,32,1,0,130,350
Lombre,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pokémon,50,1059860,60,110,1.2,Lombre,50,271,60,70,50,water,grass,32.5,3,0,130,290
Ariados,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,90,3840,70,400,90,Long Leg Pokémon,70,800000,70,140,1.1,Ariados,50,168,60,70,40,bug,poison,33.5,2,0,130,310
Weavile,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,Sharp Claw Pokémon,65,1059860,70,135,1.1,Weavile,50,461,45,85,125,dark,ice,34,4,0,130,390
Shieldon,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,Shield Pokémon,118,600000,30,148,0.5,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0,130,308
Bisharp,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,65,165,1.6,Bisharp,50,625,60,70,70,dark,steel,70,5,0,130,365
Quagsire,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,430,90,Water Fish Pokémon,85,1000000,95,180,1.4,Quagsire,50,195,65,65,35,water,ground,75,2,0,130,345
Sawsbuck,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,475,75,Season Pokémon,70,1000000,80,150,1.9,Sawsbuck,50,586,60,70,95,normal,grass,92.5,5,0,130,375
Haxorus,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,76,166,1.8,Haxorus,50,612,60,70,97,dragon,,105.5,5,0,130,393
Cloyster,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,95,5120,70,525,60,Bivalve Pokémon,180,1250000,50,230,1.5,Cloyster,50,91,85,45,70,water,ice,132.5,1,0,130,430
Mamoswine,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,110,190,2.5,Mamoswine,50,473,70,60,80,ice,ground,291,4,0,130,400
Marowak,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,60,170,,Marowak,50,105,50,80,45,ground,fire,,1,0,130,345
Lycanroc,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,487,90,Wolf Pokémon,75,1000000,85,160,,Lycanroc,50,745,55,75,82,rock,,,7,0,130,372
Swoobat,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting Pokémon,55,1000000,67,122,0.9,Swoobat,50,528,77,55,114,psychic,flying,10.5,5,0,132,368
Volbeat,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,430,150,Firefly Pokémon,75,600000,65,140,0.7,Volbeat,100,313,47,85,85,bug,,17.7,3,0,132,357
Skuntank,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,Skunk Pokémon,67,1000000,103,170,1,Skuntank,50,435,71,61,84,poison,dark,38,4,0,132,386
Braviary,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,Valiant Pokémon,75,1250000,100,175,1.5,Braviary,100,628,57,75,80,normal,flying,41,5,0,132,387
Drowzee,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,328,190,Hypnosis Pokémon,45,1000000,60,105,1,Drowzee,50,96,43,90,42,psychic,,32.4,1,0,133,280
Gourgeist,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,60,Pumpkin Pokémon,122,1000000,85,207,1.7,Gourgeist,50,711,58,75,54,ghost,grass,39,6,0,133,394
Chatot,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,Music Note Pokémon,45,1059860,76,121,0.5,Chatot,50,441,92,42,91,normal,flying,1.9,4,0,134,346
Gastly,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,35,5120,70,310,190,Gas Pokémon,30,1059860,30,60,1.3,Gastly,50,92,100,35,80,ghost,poison,0.1,1,0,135,275
Pachirisu,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,EleSquirrel Pokémon,70,1000000,60,130,0.4,Pachirisu,50,417,45,90,95,electric,,3.9,4,0,135,360
Emolga,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,55,115,0.4,Emolga,50,587,75,60,103,electric,flying,5,5,0,135,353
Wigglytuff,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,70,2560,70,435,50,Balloon Pokémon,45,800000,140,185,1,Wigglytuff,24.6,40,85,50,45,normal,fairy,12,1,0,135,365
Servine,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,Grass Snake Pokémon,75,1059860,60,135,0.8,Servine,88.1,496,60,75,83,grass,,16,5,0,135,353
Basculin,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,70,135,1,Basculin,50,550,80,55,98,water,,18,5,0,135,368
Floatzel,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,Sea Weasel Pokémon,55,1000000,85,140,1.1,Floatzel,50,419,85,50,115,water,,33.5,4,0,135,390
Kabutops,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,115,7680,70,495,45,Shellfish Pokémon,105,1000000,60,165,1.3,Kabutops,88.1,141,65,70,80,rock,water,40.5,1,0,135,380
Hakamo-o,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,75,10240,70,420,45,Scaly Pokémon,90,1250000,55,145,1.2,Hakamo-o,50,783,65,70,65,dragon,fighting,47,7,0,135,345
Zweilous,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,72,142,1.4,Zweilous,50,634,65,70,58,dark,dragon,50,5,0,135,335
Scyther,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,110,6400,70,500,45,Mantis Pokémon,80,1000000,70,150,1.5,Scyther,50,123,55,80,105,bug,flying,56,1,0,135,390
Stoutland,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,85,175,1.2,Stoutland,50,508,45,90,80,normal,,61,5,0,135,390
Drapion,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,Ogre Scorp Pokémon,110,1250000,70,180,1.3,Drapion,50,452,60,75,95,poison,dark,61.5,4,0,135,410
Lickitung,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,385,45,Licking Pokémon,75,1000000,90,165,1.2,Lickitung,50,108,60,75,30,normal,,65.5,1,0,135,330
Bouffalant,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,95,190,1.6,Bouffalant,50,626,40,95,55,normal,,94.6,5,0,135,380
Krookodile,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation Pokémon,80,1059860,95,175,1.5,Krookodile,50,553,65,70,92,ground,dark,96.3,5,0,135,402
Nosepass,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass Pokémon,135,1000000,30,165,1,Nosepass,50,299,45,90,30,rock,,97,3,0,135,330
Pupitar,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell Pokémon,70,1250000,70,140,1.2,Pupitar,50,247,65,70,51,rock,ground,152,2,0,135,326
Metang,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw Pokémon,100,1250000,60,160,1.2,Metang,,375,55,80,50,steel,psychic,202.5,3,0,135,345
Golurk,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,Automaton Pokémon,80,1000000,89,169,2.8,Golurk,,623,55,80,55,ground,ghost,330,5,0,135,359
Wailord,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,500,60,Float Whale Pokémon,45,1640000,170,215,14.5,Wailord,50,321,90,45,60,water,,398,3,0,135,410
Hawlucha,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,Wrestling Pokémon,75,1000000,78,153,0.8,Hawlucha,50,701,74,63,118,fighting,flying,21.5,6,0,137,408
Liepard,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pokémon,50,1000000,64,114,1.1,Liepard,50,510,88,50,106,dark,,37.5,5,0,138,358
Frogadier,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,54,106,0.6,Frogadier,88.1,657,83,56,97,water,,10.9,6,0,139,342
Flabébé,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,44,83,0.1,Flabébé,0,669,61,79,42,fairy,,0.1,6,0,140,265
Castform,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather Pokémon,70,1000000,70,140,0.3,Castform,50,351,70,70,70,normal,,0.8,3,0,140,350
Morelull,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,285,190,Illuminating Pokémon,55,1000000,40,95,0.2,Morelull,50,755,65,75,15,grass,fairy,1.5,7,0,140,250
Oddish,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,320,255,Weed Pokémon,55,1059860,45,100,0.5,Oddish,50,43,75,65,30,grass,poison,5.4,1,0,140,270
Elgyem,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,Cerebral Pokémon,55,1000000,55,110,0.5,Elgyem,50,605,85,55,30,psychic,,9,5,0,140,280
Flaaffy,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,365,120,Wool Pokémon,55,1059860,70,125,0.8,Flaaffy,50,180,80,60,45,electric,,13.3,2,0,140,310
Dartrix,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,420,45,Blade Quill Pokémon,75,1059860,78,153,0.7,Dartrix,88.1,723,70,70,52,grass,flying,16,7,0,140,345
Dragonair,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,84,10240,35,420,45,Dragon Pokémon,65,1250000,61,126,4,Dragonair,50,148,70,70,70,dragon,,16.5,1,0,140,336
Vivillon,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,411,45,Scale Pokémon,50,1000000,80,130,1.2,Vivillon,50,666,90,50,89,bug,flying,17,6,0,140,359
Bruxish,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,105,3840,70,475,80,Gnash Teeth Pokémon,70,1000000,68,138,0.9,Bruxish,50,779,70,70,92,water,psychic,19,7,0,140,370
Seadra,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,440,75,Dragon Pokémon,95,1000000,55,150,1.2,Seadra,50,117,95,45,85,water,,25,1,0,140,375
Azumarill,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,50,2560,70,420,75,Aquarabbit Pokémon,80,800000,100,180,0.8,Azumarill,50,184,60,80,50,water,fairy,28.5,2,0,140,370
Parasect,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,95,5120,70,405,75,Mushroom Pokémon,80,1000000,60,140,1,Parasect,50,47,60,80,30,bug,grass,29.5,1,0,140,310
Dustox,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,Poison Moth Pokémon,70,1000000,60,130,1.2,Dustox,50,269,50,90,65,bug,poison,31.6,3,0,140,335
Chansey,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,450,30,Egg Pokémon,5,800000,250,255,1.1,Chansey,0,113,35,105,50,normal,,34.6,1,0,140,445
Tangela,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,435,45,Vine Pokémon,115,1000000,65,180,1,Tangela,50,114,100,40,60,grass,,35,1,0,140,380
Golbat,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,80,3840,70,455,90,Bat Pokémon,70,1000000,75,145,1.6,Golbat,50,42,65,75,90,poison,flying,55,1,0,140,375
Barbaracle,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,45,Collective Pokémon,115,1000000,72,187,1.3,Barbaracle,50,689,54,86,68,rock,water,96,6,0,140,395
Pangoro,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,Daunting Pokémon,78,1000000,95,173,2.1,Pangoro,50,675,69,71,58,fighting,dark,136,6,0,140,371
Crustle,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,Stone Home Pokémon,125,1000000,70,195,1.4,Crustle,50,558,65,75,45,bug,rock,200,5,0,140,380
Gigalith,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pokémon,130,1059860,85,215,1.7,Gigalith,50,526,60,80,25,rock,,260,5,0,140,380
Hippowdon,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight Pokémon,118,1250000,108,226,2,Hippowdon,50,450,68,72,47,ground,,300,4,0,140,413
Aggron,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,8960,35,630,45,Iron Armor Pokémon,230,1250000,70,300,2.1,Aggron,50,306,60,80,50,steel,rock,360,3,0,140,490
Mudsdale,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,500,60,Draft Horse Pokémon,100,1000000,100,200,2.5,Mudsdale,50,750,55,85,35,ground,,920,7,0,140,375
Persian,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,440,90,Classy Cat Pokémon,60,1000000,65,125,,Persian,50,53,75,65,115,normal,dark,,1,0,140,380
Garbodor,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,80,162,1.9,Garbodor,50,569,60,82,75,poison,,107.3,5,0,142,379
Bayleef,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,62,5120,70,405,45,Leaf Pokémon,80,1059860,60,140,1.2,Bayleef,88.1,153,63,80,60,grass,,15.8,2,0,143,343
Dewott,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,75,135,0.8,Dewott,88.1,502,83,60,60,water,,24.5,5,0,143,338
Talonflame,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,499,45,Scorching Pokémon,71,1059860,78,149,1.2,Talonflame,50,663,74,69,126,fire,flying,24.5,6,0,143,418
Malamar,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,Overturning Pokémon,88,1000000,86,174,1.5,Malamar,50,687,68,75,73,dark,psychic,47,6,0,143,390
Zebstrika,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,75,138,1.6,Zebstrika,50,523,80,63,116,electric,,79.5,5,0,143,397
Drifblim,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,Blimp Pokémon,44,1640000,150,194,1.2,Drifblim,50,426,90,54,80,ghost,flying,15,4,0,144,418
Mothim,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,Moth Pokémon,50,1000000,70,120,0.9,Mothim,100,414,94,50,66,bug,flying,23.3,4,0,144,330
Arbok,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,448,90,Cobra Pokémon,69,1000000,60,129,3.5,Arbok,50,24,65,79,80,poison,,65,1,0,144,353
Omanyte,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,40,7680,70,355,45,Spiral Pokémon,100,1000000,35,135,0.4,Omanyte,88.1,138,90,55,35,rock,water,7.5,1,0,145,315
Charmeleon,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,45,Flame Pokémon,58,1059860,58,116,1.1,Charmeleon,88.1,5,80,65,80,fire,,19,1,0,145,341
Quilava,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,45,Volcano Pokémon,58,1059860,58,116,0.9,Quilava,88.1,156,80,65,80,fire,,19,2,0,145,341
Combusken,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,405,45,Young Fowl Pokémon,60,1059860,60,120,0.9,Combusken,88.1,256,85,60,55,fire,fighting,19.5,3,0,145,320
Eelektrik,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,EleFish Pokémon,70,1250000,65,135,1.2,Eelektrik,50,603,75,70,40,electric,,22,5,0,145,320
Wartortle,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,Turtle Pokémon,80,1059860,59,139,1,Wartortle,88.1,8,65,80,58,water,,22.5,1,0,145,342
Crawdaunt,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,63,148,1.1,Crawdaunt,50,342,90,55,55,water,dark,32.8,3,0,145,348
Seaking,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,5120,70,450,60,Goldfish Pokémon,65,1000000,80,145,1.3,Seaking,50,119,65,80,68,water,,39,1,0,145,358
Hitmontop,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand Pokémon,95,1000000,50,145,1.4,Hitmontop,100,237,35,110,70,fighting,,48,2,0,145,360
Hitmonlee,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,6400,70,455,45,Kicking Pokémon,53,1000000,50,103,1.5,Hitmonlee,100,106,35,110,87,fighting,,49.8,1,0,145,335
Hitmonchan,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,6400,70,455,45,Punching Pokémon,79,1000000,50,129,1.4,Hitmonchan,100,107,35,110,76,fighting,,50.2,1,0,145,350
Heracross,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,600,45,Singlehorn Pokémon,115,1250000,80,195,1.5,Heracross,50,214,40,105,75,bug,fighting,54,2,0,145,415
Sealeo,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,Ball Roll Pokémon,70,1059860,90,160,1.1,Sealeo,50,364,75,70,45,ice,water,87.6,3,0,145,350
Whiscash,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers Pokémon,73,1000000,110,183,0.9,Whiscash,50,340,76,71,60,water,ground,23.6,3,0,147,390
Trevenant,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,60,Elder Tree Pokémon,76,1000000,85,161,1.5,Trevenant,50,709,65,82,56,ghost,grass,71,6,0,147,364
Dedenne,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,180,Antenna Pokémon,57,1000000,67,124,0.2,Dedenne,50,702,81,67,101,electric,fairy,2.2,6,0,148,373
Tsareena,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,5120,70,510,45,Fruit Pokémon,98,1059860,72,170,1.2,Tsareena,0,763,50,98,72,grass,,21.4,7,0,148,390
Lileep,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily Pokémon,77,600000,66,143,1,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0,148,314
Carracosta,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,74,207,1.2,Carracosta,88.1,565,83,65,32,water,rock,81,5,0,148,387
Chesnaught,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,88,210,1.6,Chesnaught,88.1,652,74,75,64,grass,fighting,90,6,0,149,423
Jumpluff,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,5120,70,460,45,Cottonweed Pokémon,70,1059860,75,145,0.8,Jumpluff,50,189,55,95,110,grass,flying,3,2,0,150,405
Magnemite,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,35,5120,70,325,190,Magnet Pokémon,70,1000000,25,95,0.3,Magnemite,,81,95,55,45,electric,steel,6,1,0,150,290
Smoochum,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,305,45,Kiss Pokémon,15,1000000,45,60,0.4,Smoochum,0,238,85,65,65,ice,psychic,6,2,0,150,275
Mawile,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,480,45,Deceiver Pokémon,125,800000,50,175,0.6,Mawile,50,303,55,95,50,steel,fairy,11.5,3,0,150,375
Leavanny,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,75,155,1.2,Leavanny,50,542,70,80,92,bug,grass,20.5,5,0,150,397
Grovyle,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,Wood Gecko Pokémon,45,1059860,50,95,0.9,Grovyle,88.1,253,85,65,95,grass,,21.6,3,0,150,340
